Time,Thermistor,Potentiometer
1745,467,1022
1746,467,1022
1747,467,1022
1748,467,1022
1749,467,1022
1750,467,1022
1751,467,1022
1752,467,1022
1753,466,1022
1754,467,1022
1755,467,1022
1756,467,1023
1757,467,1022
1758,467,1022
1759,467,1022
1760,467,1022
1761,467,1022
1762,467,1022
1763,467,1022
1764,467,1022
1765,467,1022
1766,467,1022
1767,467,1022
1768,467,1021
1769,467,1023
1770,467,1022
1771,467,1022
1772,467,1022
1773,468,1022
1774,467,1022
1775,467,1022
1776,467,1022
1777,467,1022
1778,467,1022
1779,468,1022
1780,467,1022
1781,467,1022
1782,467,1022
1783,467,1022
1784,467,1023
1785,467,1022
1786,467,1022
1787,467,1022
1788,467,1022
1789,467,1022
1790,467,1022
1791,467,1022
1792,468,1022
1793,467,1022
1794,467,1022
1795,467,1022
1796,468,1021
1797,467,1022
1798,468,1022
1799,467,1022
1800,468,1021
1801,467,1022
1802,468,1022
1803,468,1021
1804,467,1022
1805,467,1023
1806,467,1022
1807,468,1022
1808,468,1022
1809,468,1022
1810,468,1022
1811,467,1022
1812,468,1022
1813,467,1022
1814,468,1022
1815,467,1022
1816,468,1022
1817,468,1022
1818,468,1022
1819,468,1022
1820,468,1022
1821,468,1022
1822,468,1022
1823,468,1022
1824,468,1022
1825,468,1022
1826,468,1022
1827,468,1022
1828,468,1022
1829,468,1022
1830,468,1022
1831,468,1022
1832,468,1022
1833,468,1022
1834,468,1021
1835,468,1022
1836,468,1022
1837,468,1022
1838,468,1022
1839,468,1022
1840,468,1022
1841,468,1022
1842,468,1021
1843,468,1022
1844,468,1022
1845,468,1022
1846,468,1021
1847,468,1022
1848,468,1022
1849,468,1022
1850,468,1022
1851,468,1022
1852,468,1022
1853,468,1022
1854,468,1022
1855,468,1022
1856,468,1022
1857,468,1023
1858,468,1022
1859,468,1022
1860,468,1021
1861,468,1022
1862,468,1022
1863,468,1022
1864,468,1023
1865,468,1022
1866,469,1022
1867,468,1022
1868,469,1022
1869,468,1022
1870,468,1022
1871,469,1022
1872,469,1022
1873,468,1022
1874,468,1022
1875,468,1022
1876,468,1022
1877,469,1022
1878,469,1022
1879,469,1022
1880,468,1022
1881,468,1022
1882,468,1022
1883,469,1022
1884,468,1022
1885,469,1022
1886,469,1022
1887,469,1022
1888,469,1022
1889,469,1022
1890,469,1022
1891,469,1022
1892,469,1022
1893,468,1022
1894,468,1022
1895,469,1022
1896,469,1022
1897,469,1022
1898,469,1022
1899,469,1022
1900,469,1023
1901,469,1022
1902,469,1022
1903,469,1022
1904,469,1022
1905,469,1022
1906,468,1022
1907,469,1022
1908,469,1021
1909,469,1022
1910,469,1022
1911,469,1022
1912,469,1022
1913,469,1022
1914,469,1022
1915,469,1022
1916,469,1022
1917,469,1022
1918,469,1022
1919,469,1023
1920,469,1022
1921,469,1022
1922,469,1022
1923,469,1022
1924,469,1022
1925,469,1022
1926,469,1023
1927,469,1022
1928,469,1022
1929,469,1022
1930,469,1022
1931,469,1022
1932,469,1022
1933,469,1022
1934,469,1022
1935,469,1021
1936,469,1022
1937,469,1022
1938,469,1022
1939,469,1022
1940,469,1022
1941,469,1022
1942,469,1022
1943,469,1022
1944,469,1022
1945,469,1023
1946,469,1022
1947,469,1022
1948,469,1022
1949,469,1022
1950,469,1023
1951,469,1022
1952,470,1022
1953,469,1022
1954,469,1022
1955,469,1022
1956,469,1022
1957,469,1022
1958,469,1022
1959,469,1021
1960,469,1022
1961,469,1023
1962,469,1022
1963,470,1022
1964,470,1022
1965,469,1022
1966,470,1022
1967,469,1022
1968,470,1022
1969,469,1022
1970,469,1022
1971,470,1021
1972,469,1022
1973,469,1022
1974,469,1022
1975,469,1022
1976,469,1022
1977,470,1022
1978,470,1023
1979,470,1022
1980,469,1022
1981,469,1023
1982,469,1022
1983,469,1022
1984,470,1022
1985,469,1022
1986,469,1022
1987,469,1022
1988,470,1022
1989,470,1022
1990,470,1022
1991,470,1022
1992,469,1023
1993,469,1023
1994,470,1022
1995,469,1022
1996,470,1022
1997,470,1022
1998,470,1022
1999,469,1022
2000,469,1022
2001,470,1022
2002,470,1021
2003,470,1022
2004,470,1022
2005,469,1022
2006,470,1022
2007,470,1022
2008,469,1022
2009,470,1022
2010,470,1023
2011,470,1022
2012,470,1023
2013,470,1022
2014,470,1022
2015,470,1022
2016,470,1022
2017,470,1023
2018,469,1022
2019,470,1022
2020,470,1022
2021,470,1022
2022,470,1021
2023,470,1023
2024,470,1022
2025,470,1022
2026,470,1022
2027,470,1022
2028,470,1022
2029,470,1022
2030,470,1022
2031,470,1022
2032,470,1022
2033,470,1021
2034,470,1022
2035,470,1022
2036,470,1023
2037,470,1022
2038,470,1022
2039,470,1022
2040,470,1022
2041,470,1021
2042,470,1022
2043,470,1022
2044,470,1022
2045,470,1022
2046,470,1022
2047,470,1022
2048,470,1023
2049,470,1022
2050,470,1022
2051,470,1022
2052,470,1022
2053,470,1021
2054,470,1022
2055,470,1022
2056,470,1022
2057,470,1022
2058,471,1022
2059,470,1022
2060,470,1022
2061,470,1022
2062,470,1022
2063,470,1022
2064,471,1022
2065,471,1022
2066,470,1022
2067,471,1022
2068,471,1021
2069,470,1022
2070,471,1022
2071,471,1022
2072,470,1021
2073,470,1022
2074,470,1022
2075,471,1022
2076,470,1021
2077,471,1022
2078,470,1022
2079,470,1022
2080,470,1022
2081,470,1022
2082,470,1022
2083,471,1022
2084,470,1022
2085,470,1022
2086,470,1022
2087,470,1023
2088,470,1022
2089,471,1022
2090,471,1022
2091,471,1022
2092,471,1022
2093,471,1022
2094,471,1022
2095,471,1022
2096,471,1022
2097,471,1022
2098,471,1022
2099,471,1022
2100,471,1022
2101,471,1022
2102,471,1022
2103,471,1021
2104,471,1022
2105,471,1022
2106,471,1022
2107,471,1022
2108,471,1022
2109,471,1022
2110,470,1022
2111,471,1022
2112,471,1022
2113,471,1022
2114,471,1022
2115,471,1022
2116,471,1021
2117,471,1022
2118,471,1022
2119,471,1022
2120,471,1022
2121,471,1023
2122,471,1022
2123,471,1022
2124,471,1022
2125,471,1022
2126,471,1022
2127,471,1022
2128,471,1022
2129,471,1022
2130,471,1021
2131,471,1022
2132,471,1022
2133,471,1023
2134,471,1021
2135,471,1021
2136,471,1022
2137,471,1022
2138,471,1022
2139,471,1022
2140,471,1022
2141,471,1022
2142,471,1021
2143,471,1022
2144,472,1022
2145,472,1022
2146,472,1021
2147,472,1022
2148,472,1022
2149,471,1022
2150,471,1022
2151,472,1023
2152,471,1022
2153,472,1022
2154,472,1022
2155,472,1022
2156,472,1022
2157,472,1023
2158,472,1022
2159,471,1022
2160,472,1022
2161,471,1022
2162,472,1023
2163,472,1022
2164,472,1022
2165,472,1022
2166,472,1022
2167,472,1022
2168,472,1022
2169,472,1022
2170,472,1022
2171,472,1022
2172,472,1022
2173,472,1022
2174,472,1022
2175,472,1023
2176,472,1022
2177,472,1021
2178,472,1022
2179,472,1022
2180,472,1022
2181,472,1023
2182,472,1022
2183,472,1022
2184,472,1022
2185,472,1021
2186,472,1021
2187,472,1022
2188,472,1022
2189,472,1022
2190,472,1022
2191,472,1022
2192,472,1022
2193,472,1022
2194,472,1022
2195,472,1022
2196,472,1022
2197,472,1021
2198,472,1022
2199,472,1023
2200,472,1023
2201,472,1022
2202,472,1022
2203,473,1022
2204,472,1022
2205,473,1022
2206,472,1022
2207,472,1023
2208,472,1022
2209,472,1022
2210,472,1022
2211,472,1022
2212,472,1022
2213,472,1022
2214,472,1022
2215,472,1022
2216,473,1021
2217,472,1022
2218,472,1022
2219,472,1022
2220,473,1022
2221,473,1021
2222,473,1022
2223,472,1022
2224,472,1022
2225,472,1022
2226,472,1022
2227,473,1022
2228,472,1021
2229,473,1022
2230,473,1022
2231,472,1022
2232,472,1022
2233,473,1022
2234,473,1022
2235,473,1022
2236,473,1022
2237,472,1022
2238,473,1022
2239,473,1022
2240,473,1022
2241,473,1022
2242,473,1022
2243,473,1021
2244,473,1021
2245,472,1023
2246,473,1023
2247,473,1022
2248,473,1022
2249,473,1022
2250,473,1022
2251,473,1022
2252,473,1022
2253,473,1022
2254,473,1022
2255,473,1021
2256,473,1022
2257,473,1022
2258,473,1022
2259,473,1022
2260,473,1022
2261,473,1022
2262,473,1022
2263,472,1022
2264,473,1022
2265,473,1022
2266,473,1022
2267,473,1022
2268,473,1022
2269,473,1022
2270,473,1022
2271,473,1022
2272,473,1022
2273,473,1022
2274,473,1022
2275,473,1022
2276,473,1022
2277,473,1022
2278,473,1021
2279,473,1022
2280,473,1022
2281,473,1022
2282,473,1022
2283,473,1022
2284,473,1022
2285,473,1022
2286,473,1022
2287,473,1022
2288,473,1022
2289,473,1022
2290,473,1022
2291,473,1021
2292,473,1022
2293,473,1022
2294,473,1022
2295,474,1022
2296,473,1023
2297,473,1022
2298,473,1022
2299,473,1022
2300,473,1023
2301,473,1022
2302,473,1022
2303,473,1022
2304,473,1022
2305,474,1022
2306,473,1022
2307,473,1022
2308,473,1022
2309,473,1022
2310,473,1021
2311,474,1022
2312,474,1022
2313,473,1022
2314,473,1022
2315,473,1022
2316,474,1022
2317,474,1021
2318,474,1021
2319,474,1022
2320,473,1022
2321,474,1022
2322,474,1022
2323,474,1022
2324,474,1022
2325,473,1022
2326,473,1022
2327,474,1022
2328,474,1022
2329,474,1021
2330,473,1021
2331,474,1022
2332,473,1022
2333,474,1022
2334,474,1022
2335,473,1022
2336,474,1022
2337,473,1022
2338,474,1022
2339,474,1022
2340,473,1022
2341,474,1022
2342,474,1021
2343,474,1022
2344,474,1022
2345,474,1022
2346,474,1022
2347,474,1022
2348,474,1022
2349,474,1021
2350,474,1022
2351,474,1022
2352,474,1022
2353,474,1022
2354,474,1022
2355,474,1022
2356,474,1023
2357,474,1022
2358,474,1022
2359,474,1022
2360,474,1022
2361,474,1023
2362,474,1022
2363,474,1022
2364,474,1022
2365,473,1022
2366,474,1022
2367,474,1022
2368,474,1022
2369,474,1022
2370,474,1022
2371,474,1022
2372,474,1021
2373,474,1022
2374,474,1022
2375,474,1022
2376,474,1022
2377,474,1022
2378,474,1022
2379,474,1022
2380,474,1021
2381,474,1022
2382,474,1022
2383,474,1022
2384,474,1022
2385,474,1022
2386,474,1022
2387,474,1022
2388,474,1022
2389,474,1022
2390,474,1022
2391,474,1022
2392,474,1022
2393,475,1022
2394,474,1022
2395,474,1023
2396,475,1022
2397,474,1022
2398,475,1022
2399,475,1022
2400,474,1022
2401,474,1022
2402,474,1022
2403,474,1022
2404,474,1021
2405,475,1022
2406,475,1022
2407,475,1022
2408,474,1022
2409,474,1022
2410,475,1022
2411,474,1022
2412,474,1022
2413,475,1022
2414,474,1023
2415,474,1022
2416,474,1022
2417,475,1022
2418,475,1022
2419,474,1022
2420,475,1022
2421,474,1022
2422,475,1022
2423,475,1022
2424,475,1022
2425,474,1022
2426,475,1022
2427,475,1021
2428,475,1022
2429,475,1022
2430,475,1022
2431,475,1021
2432,475,1022
2433,475,1022
2434,475,1022
2435,474,1022
2436,475,1022
2437,475,1022
2438,475,1022
2439,475,1021
2440,475,1022
2441,475,1022
2442,475,1022
2443,475,1022
2444,475,1022
2445,475,1022
2446,475,1022
2447,475,1022
2448,475,1022
2449,475,1022
2450,475,1022
2451,475,1022
2452,475,1022
2453,475,1022
2454,475,1022
2455,475,1022
2456,475,1022
2457,475,1022
2458,475,1021
2459,475,1022
2460,475,1022
2461,475,1022
2462,475,1021
2463,475,1021
2464,475,1022
2465,475,1021
2466,475,1022
2467,475,1022
2468,475,1022
2469,475,1022
2470,475,1021
2471,475,1022
2472,475,1022
2473,475,1022
2474,475,1022
2475,475,1022
2476,475,1022
2477,475,1022
2478,475,1021
2479,475,1022
2480,475,1022
2481,476,1022
2482,475,1021
2483,475,1022
2484,475,1022
2485,475,1022
2486,475,1022
2487,475,1021
2488,475,1022
2489,475,1021
2490,475,1022
2491,476,1022
2492,475,1022
2493,475,1022
2494,475,1021
2495,475,1022
2496,475,1023
2497,475,1022
2498,475,1022
2499,475,1022
2500,476,1022
2501,475,1021
2502,476,1022
2503,475,1022
2504,476,1022
2505,475,1022
2506,476,1022
2507,475,1022
2508,475,1022
2509,475,1021
2510,476,1022
2511,476,1023
2512,476,1022
2513,476,1021
2514,476,1022
2515,475,1022
2516,475,1022
2517,476,1022
2518,475,1022
2519,476,1022
2520,476,1022
2521,475,1022
2522,476,1022
2523,476,1022
2524,475,1022
2525,476,1022
2526,476,1022
2527,476,1022
2528,476,1022
2529,475,1022
2530,476,1022
2531,476,1022
2532,476,1022
2533,476,1021
2534,476,1022
2535,476,1022
2536,476,1022
2537,476,1021
2538,476,1022
2539,476,1022
2540,476,1021
2541,476,1022
2542,476,1022
2543,476,1022
2544,476,1022
2545,476,1021
2546,476,1022
2547,476,1022
2548,476,1022
2549,476,1022
2550,476,1022
2551,476,1022
2552,476,1021
2553,476,1022
2554,476,1023
2555,476,1022
2556,476,1022
2557,476,1022
2558,476,1022
2559,476,1022
2560,476,1022
2561,476,1022
2562,476,1022
2563,476,1022
2564,476,1022
2565,476,1022
2566,476,1022
2567,476,1022
2568,476,1022
2569,476,1022
2570,476,1023
2571,476,1022
2572,476,1021
2573,476,1022
2574,476,1022
2575,476,1023
2576,476,1022
2577,476,1022
2578,476,1022
2579,476,1022
2580,476,1021
2581,476,1022
2582,477,1022
2583,476,1022
2584,476,1022
2585,476,1022
2586,476,1022
2587,476,1022
2588,476,1022
2589,476,1022
2590,476,1022
2591,476,1022
2592,476,1022
2593,476,1022
2594,476,1022
2595,476,1022
2596,476,1022
2597,476,1022
2598,477,1022
2599,476,1022
2600,476,1022
2601,476,1022
2602,476,1022
2603,476,1023
2604,476,1022
2605,476,1022
2606,476,1022
2607,477,1022
2608,476,1022
2609,477,1022
2610,476,1022
2611,476,1022
2612,477,1022
2613,476,1022
2614,477,1022
2615,476,1021
2616,476,1022
2617,476,1022
2618,477,1022
2619,476,1022
2620,476,1022
2621,477,1022
2622,477,1022
2623,477,1022
2624,477,1022
2625,477,1022
2626,476,1022
2627,477,1022
2628,477,1022
2629,476,1022
2630,477,1022
2631,476,1022
2632,476,1022
2633,477,1022
2634,477,1022
2635,477,1022
2636,476,1023
2637,476,1022
2638,477,1022
2639,477,1022
2640,477,1022
2641,477,1022
2642,476,1021
2643,477,1022
2644,477,1022
2645,477,1022
2646,477,1021
2647,477,1022
2648,477,1022
2649,477,1023
2650,477,1022
2651,477,1022
2652,477,1022
2653,477,1021
2654,477,1021
2655,477,1022
2656,477,1022
2657,477,1022
2658,477,1022
2659,477,1022
2660,477,1022
2661,477,1022
2662,477,1022
2663,477,1022
2664,477,1022
2665,477,1022
2666,477,1021
2667,477,1022
2668,477,1022
2669,477,1022
2670,477,1022
2671,476,1022
2672,477,1021
2673,477,1022
2674,477,1022
2675,477,1022
2676,477,1022
2677,477,1022
2678,477,1022
2679,477,1022
2680,477,1022
2681,477,1022
2682,477,1022
2683,477,1022
2684,477,1022
2685,477,1022
2686,477,1022
2687,477,1021
2688,477,1022
2689,477,1022
2690,477,1022
2691,477,1022
2692,477,1022
2693,477,1022
2694,477,1022
2695,477,1022
2696,477,1022
2697,477,1022
2698,477,1022
2699,477,1022
2700,477,1023
2701,477,1022
2702,477,1022
2703,477,1022
2704,477,1021
2705,477,1021
2706,477,1022
2707,477,1023
2708,477,1022
2709,477,1022
2710,478,1022
2711,477,1022
2712,477,1021
2713,477,1022
2714,477,1022
2715,477,1022
2716,477,1022
2717,478,1022
2718,477,1022
2719,477,1022
2720,477,1022
2721,478,1022
2722,477,1022
2723,477,1022
2724,477,1021
2725,477,1022
2726,477,1022
2727,477,1022
2728,477,1023
2729,478,1022
2730,477,1022
2731,477,1022
2732,477,1021
2733,477,1022
2734,478,1022
2735,477,1022
2736,478,1021
2737,477,1022
2738,477,1022
2739,478,1022
2740,477,1022
2741,478,1023
2742,477,1022
2743,478,1022
2744,478,1023
2745,477,1022
2746,477,1022
2747,477,1023
2748,477,1022
2749,477,1022
2750,477,1022
2751,477,1022
2752,478,1022
2753,477,1022
2754,477,1022
2755,477,1022
2756,477,1022
2757,478,1022
2758,478,1022
2759,477,1022
2760,478,1022
2761,478,1022
2762,478,1022
2763,478,1021
2764,477,1022
2765,478,1022
2766,478,1022
2767,478,1022
2768,478,1022
2769,478,1022
2770,477,1022
2771,477,1021
2772,478,1022
2773,477,1022
2774,478,1022
2775,478,1021
2776,478,1022
2777,478,1022
2778,478,1022
2779,478,1022
2780,478,1022
2781,478,1022
2782,478,1022
2783,478,1021
2784,477,1022
2785,478,1022
2786,478,1022
2787,478,1022
2788,478,1022
2789,478,1022
2790,478,1023
2791,478,1022
2792,478,1022
2793,478,1022
2794,478,1022
2795,478,1021
2796,478,1022
2797,478,1022
2798,478,1022
2799,478,1022
2800,478,1022
2801,478,1022
2802,478,1021
2803,478,1022
2804,478,1022
2805,478,1022
2806,478,1022
2807,478,1022
2808,478,1022
2809,478,1022
2810,478,1022
2811,478,1022
2812,478,1022
2813,478,1022
2814,478,1022
2815,478,1022
2816,478,1022
2817,478,1022
2818,478,1022
2819,478,1023
2820,478,1022
2821,478,1022
2822,478,1021
2823,478,1022
2824,477,1022
2825,478,1022
2826,478,1022
2827,478,1022
2828,478,1022
2829,478,1023
2830,478,1022
2831,478,1022
2832,478,1022
2833,478,1022
2834,478,1022
2835,478,1022
2836,478,1022
2837,478,1023
2838,478,1022
2839,479,1022
2840,478,1022
2841,478,1022
2842,478,1022
2843,478,1022
2844,478,1022
2845,478,1022
2846,478,1022
2847,478,1022
2848,478,1022
2849,478,1022
2850,478,1022
2851,478,1022
2852,478,1022
2853,479,1022
2854,479,1022
2855,478,1022
2856,478,1022
2857,478,1022
2858,478,1022
2859,479,1022
2860,478,1022
2861,478,1021
2862,478,1022
2863,478,1022
2864,478,1022
2865,479,1021
2866,478,1022
2867,478,1022
2868,478,1022
2869,478,1021
2870,478,1022
2871,479,1022
2872,478,1022
2873,479,1022
2874,478,1022
2875,479,1022
2876,478,1022
2877,478,1021
2878,479,1022
2879,478,1023
2880,479,1022
2881,479,1021
2882,478,1022
2883,478,1022
2884,478,1022
2885,478,1022
2886,478,1022
2887,478,1022
2888,478,1022
2889,478,1022
2890,479,1022
2891,478,1022
2892,478,1022
2893,478,1022
2894,479,1023
2895,478,1022
2896,478,1022
2897,478,1022
2898,479,1022
2899,478,1022
2900,478,1021
2901,479,1022
2902,478,1022
2903,478,1022
2904,479,1022
2905,479,1022
2906,479,1022
2907,479,1022
2908,478,1021
2909,479,1022
2910,478,1022
2911,479,1022
2912,479,1021
2913,479,1021
2914,478,1022
2915,479,1022
2916,479,1022
2917,479,1022
2918,478,1022
2919,479,1022
2920,478,1021
2921,478,1022
2922,479,1022
2923,479,1022
2924,479,1022
2925,479,1022
2926,478,1022
2927,478,1022
2928,478,1022
2929,478,1022
2930,478,1022
2931,479,1022
2932,479,1021
2933,479,1022
2934,479,1022
2935,479,1022
2936,479,1022
2937,479,1022
2938,479,1023
2939,479,1021
2940,479,1021
2941,478,1022
2942,479,1022
2943,479,1022
2944,479,1021
2945,479,1022
2946,479,1022
2947,479,1022
2948,479,1021
2949,479,1022
2950,479,1022
2951,479,1021
2952,479,1022
2953,479,1022
2954,479,1022
2955,479,1022
2956,479,1022
2957,479,1021
2958,479,1022
2959,479,1022
2960,479,1022
2961,479,1022
2962,479,1022
2963,479,1022
2964,479,1022
2965,479,1022
2966,479,1022
2967,479,1021
2968,479,1022
2969,479,1022
2970,479,1021
2971,479,1022
2972,479,1022
2973,479,1022
2974,479,1022
2975,479,1023
2976,480,1022
2977,478,1022
2978,479,1021
2979,479,1022
2980,479,1022
2981,479,1022
2982,479,1022
2983,479,1021
2984,479,1022
2985,479,1023
2986,479,1022
2987,479,1022
2988,479,1022
2989,479,1022
2990,479,1021
2991,479,1021
2992,479,1022
2993,479,1022
2994,479,1022
2995,479,1022
2996,479,1022
2997,479,1022
2998,479,1021
2999,479,1021
3000,479,1022
3001,479,1022
3002,479,1022
3003,479,1022
3004,479,1022
3005,479,1022
3006,479,1022
3007,479,1022
3008,479,1022
3009,479,1022
3010,479,1021
3011,479,1022
3012,479,1022
3013,479,1022
3014,479,1022
3015,479,1022
3016,479,1022
3017,479,1021
3018,479,1022
3019,479,1022
3020,479,1022
3021,479,1022
3022,479,1022
3023,480,1022
3024,479,1022
3025,479,1022
3026,479,1022
3027,479,1022
3028,479,1022
3029,479,1022
3030,479,1022
3031,479,1022
3032,479,1022
3033,479,1022
3034,479,1022
3035,479,1022
3036,479,1022
3037,479,1022
3038,479,1022
3039,479,1022
3040,479,1022
3041,479,1022
3042,479,1022
3043,479,1022
3044,480,1022
3045,479,1022
3046,479,1022
3047,479,1022
3048,479,1022
3049,479,1022
3050,479,1022
3051,479,1022
3052,479,1023
3053,479,1021
3054,480,1022
3055,479,1022
3056,480,1022
3057,480,1021
3058,479,1022
3059,479,1022
3060,479,1023
3061,480,1022
3062,479,1022
3063,479,1022
3064,480,1022
3065,479,1022
3066,479,1023
3067,480,1022
3068,480,1022
3069,480,1021
3070,479,1022
3071,479,1022
3072,479,1022
3073,479,1022
3074,480,1022
3075,479,1022
3076,479,1022
3077,480,1021
3078,480,1021
3079,480,1022
3080,479,1022
3081,479,1022
3082,480,1022
3083,480,1022
3084,479,1021
3085,479,1022
3086,479,1022
3087,480,1022
3088,479,1022
3089,479,1021
3090,479,1022
3091,479,1022
3092,480,1022
3093,480,1022
3094,480,1022
3095,480,1022
3096,479,1022
3097,480,1021
3098,480,1022
3099,479,1021
3100,479,1022
3101,480,1022
3102,480,1022
3103,480,1022
3104,479,1021
3105,479,1022
3106,479,1023
3107,480,1022
3108,480,1021
3109,480,1022
3110,480,1022
3111,480,1022
3112,479,1022
3113,480,1022
3114,480,1022
3115,480,1022
3116,480,1021
3117,479,1022
3118,480,1022
3119,479,1022
3120,479,1022
3121,480,1023
3122,480,1022
3123,480,1022
3124,479,1021
3125,479,1022
3126,480,1022
3127,480,1022
3128,479,1022
3129,480,1022
3130,479,1022
3131,480,1022
3132,479,1022
3133,480,1022
3134,480,1022
3135,480,1021
3136,480,1022
3137,480,1022
3138,480,1022
3139,480,1022
3140,480,1021
3141,480,1022
3142,480,1022
3143,480,1021
3144,480,1022
3145,480,1022
3146,480,1022
3147,480,1022
3148,480,1022
3149,480,1022
3150,480,1022
3151,480,1021
3152,480,1022
3153,480,1022
3154,480,1022
3155,480,1021
3156,480,1022
3157,480,1022
3158,480,1023
3159,480,1022
3160,480,1022
3161,480,1022
3162,480,1022
3163,480,1022
3164,480,1022
3165,480,1022
3166,480,1022
3167,480,1022
3168,480,1022
3169,480,1022
3170,480,1022
3171,480,1021
3172,480,1022
3173,480,1022
3174,480,1022
3175,480,1022
3176,480,1022
3177,480,1022
3178,480,1022
3179,480,1022
3180,480,1022
3181,480,1023
3182,480,1022
3183,480,1022
3184,480,1022
3185,480,1022
3186,480,1022
3187,480,1022
3188,480,1022
3189,480,1022
3190,480,1022
3191,480,1022
3192,480,1022
3193,480,1022
3194,480,1022
3195,480,1022
3196,480,1022
3197,480,1022
3198,480,1022
3199,480,1022
3200,480,1022
3201,480,1022
3202,480,1022
3203,480,1022
3204,480,1022
3205,480,1022
3206,480,1022
3207,480,1022
3208,481,1022
3209,480,1021
3210,480,1022
3211,480,1022
3212,480,1022
3213,480,1022
3214,480,1022
3215,480,1022
3216,480,1022
3217,480,1022
3218,480,1022
3219,480,1022
3220,480,1022
3221,480,1022
3222,481,1021
3223,480,1022
3224,480,1022
3225,480,1022
3226,480,1022
3227,480,1022
3228,480,1022
3229,480,1023
3230,480,1021
3231,480,1022
3232,481,1022
3233,480,1022
3234,480,1022
3235,480,1022
3236,480,1022
3237,480,1022
3238,480,1022
3239,480,1022
3240,480,1022
3241,480,1022
3242,480,1022
3243,480,1022
3244,480,1022
3245,480,1022
3246,480,1022
3247,480,1022
3248,480,1022
3249,481,1022
3250,481,1021
3251,480,1022
3252,480,1022
3253,480,1022
3254,480,1022
3255,481,1022
3256,480,1022
3257,480,1022
3258,481,1022
3259,481,1022
3260,481,1022
3261,480,1022
3262,481,1022
3263,481,1022
3264,480,1022
3265,480,1022
3266,480,1022
3267,480,1022
3268,481,1022
3269,480,1021
3270,480,1021
3271,481,1022
3272,480,1022
3273,480,1022
3274,481,1022
3275,481,1022
3276,481,1022
3277,481,1022
3278,480,1022
3279,480,1022
3280,480,1023
3281,481,1022
3282,481,1022
3283,480,1022
3284,480,1022
3285,480,1022
3286,480,1022
3287,481,1022
3288,480,1022
3289,480,1021
3290,480,1022
3291,480,1022
3292,480,1022
3293,480,1022
3294,480,1022
3295,480,1022
3296,480,1022
3297,480,1022
3298,481,1022
3299,480,1022
3300,481,1022
3301,481,1022
3302,480,1022
3303,481,1022
3304,481,1022
3305,480,1021
